"","Feature","pval","pval.adj","log2FC","ordering","Method","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"6","ASV_0007",0.000517876359181562,0.00663783651873118,-2.42971977607009,"d2>d8","t-test - ALR (tta)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","thetaiotaomicron"
"10","ASV_0011",0.00222849313693737,0.0140395067627054,-2.47886574683076,"d2>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","acidophilus/gasseri/johnsonii/taiwanensis"
"13","ASV_0014",0.000671970780375524,0.00705569319394301,3.442675765573,"d8>d2","t-test - ALR (tta)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","goldsteinii"
"30","ASV_0058",0.00911116958849251,0.0417018347438527,-1.55735093237185,"d2>d8","t-test - ALR (tta)","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Adlercreutzia","Genus_Adlercreutzia"
"34","ASV_0075",0.000526812422121522,0.00663783651873118,-1.59323844525729,"d2>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoanaerobaculum","umeaense"
"35","ASV_0084",7.23199784730794e-08,4.556158643804e-06,5.63772395215226,"d8>d2","t-test - ALR (tta)","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Family_Enterobacteriaceae","Family_Enterobacteriaceae"
"37","ASV_0094",1.67164145201295e-05,0.000526567057384081,-3.40811931809443,"d2>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Clostridium_XVIII","saccharogumia"
"39","ASV_0101",0.000812022120575955,0.00730819908518359,-2.29503055421867,"d2>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Class_Clostridia","Class_Clostridia","Class_Clostridia","Class_Clostridia"
"42","ASV_0112",0.00911244414013708,0.0417018347438527,-1.7061906941226,"d2>d8","t-test - ALR (tta)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Mucinivorans","Genus_Mucinivorans"
"46","ASV_0123",0.000974715160161538,0.00767588188627211,-3.09157730654918,"d2>d8","t-test - ALR (tta)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Odoribacter","Genus_Odoribacter"
"47","ASV_0135",0.00159978450544598,0.0111984915381219,-2.00899033539346,"d2>d8","t-test - ALR (tta)","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Family_Eggerthellaceae","Family_Eggerthellaceae"
"48","ASV_0181",0.00662039158095064,0.0379167881454446,-2.34773807998964,"d2>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Longicatena","Genus_Longicatena"
"52","ASV_0202",0.00926707438752282,0.0417018347438527,-1.57820600749745,"d2>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Neglecta","Genus_Neglecta"
"58","ASV_0288",0.000178769841248709,0.0037541666662229,-2.66145530747847,"d2>d8","t-test - ALR (tta)","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Anaeroplasma","Genus_Anaeroplasma"
