"","Feature","pval","pval.adj","log2FC","ordering","Method","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"1","ASV_0001",7.40814891076515e-08,1.40754829304538e-06,4.78139409247869,"d8>d0","t-test - ALR (tta)","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,NA
"2","ASV_0002",0.000167413294553882,0.000600126830924289,2.62020780476098,"d8>d0","t-test - ALR (tta)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae",NA,NA
"3","ASV_0003",3.05118502090576e-06,2.31890061588838e-05,-4.20227007900707,"d0>d8","t-test - ALR (tta)","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae",NA,NA
"4","ASV_0006",0.000344399117572778,0.00103557422278726,-2.00511617187748,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae",NA,NA
"5","ASV_0008",0.0114851106958482,0.018975400280097,-2.48982848077595,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"8","ASV_0012",0.000691466685166354,0.00175171560242143,-2.48687258667954,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"11","ASV_0023",9.46604652726698e-05,0.000399677520040161,-3.31970680020761,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Order_Clostridiales",NA,NA
"12","ASV_0024",0.00351866845508355,0.00668547006465875,-2.8157294901147,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1",NA,NA
"13","ASV_0029",0.00189810499674614,0.0040071105486863,2.06270486595677,"d8>d0","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XIII",NA,NA
"16","ASV_0040",4.69641915506549e-05,0.000223079909865611,-4.50945299859857,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae",NA,NA
"18","ASV_0044",6.34886638593963e-06,4.0209487110951e-05,-3.51254384472265,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Phylum_Firmicutes","Phylum_Firmicutes","Phylum_Firmicutes",NA,NA
"19","ASV_0045",0.00582324065451038,0.0100583247668816,-2.67387192146879,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae",NA,NA
"21","ASV_0050",5.06121030584503e-07,4.80814979055278e-06,3.69097999004004,"d8>d0","t-test - ALR (tta)","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae",NA,NA
"22","ASV_0058",6.75321069384763e-09,2.5662200636621e-07,-5.4992892088733,"d0>d8","t-test - ALR (tta)","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae",NA,NA
"23","ASV_0085",2.65859696162104e-07,3.36755615138665e-06,-4.83489522494884,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae_1",NA,NA
"25","ASV_0101",0.00378673037282449,0.00685217876987288,-2.58424490086793,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Class_Clostridia","Class_Clostridia",NA,NA
"27","ASV_0109",0.00276746344682425,0.00553492689364851,2.42010246431008,"d8>d0","t-test - ALR (tta)","Bacteria","Proteobacteria","Phylum_Proteobacteria","Phylum_Proteobacteria","Phylum_Proteobacteria",NA,NA
"29","ASV_0121",3.02137221590725e-05,0.000164017348863537,3.18883770747923,"d8>d0","t-test - ALR (tta)","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae",NA,NA
"30","ASV_0123",0.000533923828126121,0.00144922181919947,-3.48515218206363,"d0>d8","t-test - ALR (tta)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae",NA,NA
"31","ASV_0195",0.0012382933365025,0.00280723788786259,-2.69090413222515,"d0>d8","t-test - ALR (tta)","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae",NA,NA
"33","ASV_0251",0.000354275392006166,0.00103557422278726,-2.34127195430072,"d0>d8","t-test - ALR (tta)","Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae",NA,NA
"34","ASV_0340",0.00125586958141221,0.00280723788786259,-2.43538689655978,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae",NA,NA
"35","ASV_0404",0.000173720924741241,0.000600126830924289,-2.54532379828709,"d0>d8","t-test - ALR (tta)","Bacteria","Actinobacteria","Phylum_Actinobacteria","Phylum_Actinobacteria","Phylum_Actinobacteria",NA,NA
